Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot
1916,Hoodoo Ann,American,Lloyd Ingraham,"Mae Marsh, Robert Harron",comedyâ€“drama,https://en.wikipedia.org/wiki/Hoodoo_Ann,"Ann (Mae Marsh) is a young girl who has lived in an orphanage since infancy. She is disliked and spurned by the other children, and treated coldly by the orphanage administrators. She is told by the orphanage cook Black Cindy (Madame Sul-Te-Wan) during a palm-reading that she will be cursed until she is married. Ann's stay at the orphanage is an endless series of unhappy circumstances: she steals a doll belonging to a popular girl named Goldie (Mildred Harris), then accidentally breaks the doll, thereby adding to her loneliness and misery. One day, while the children are napping, a fire breaks out in the orphanage and Ann heroically saves Goldie from the flames.
Impressed with Ann's selflessness, a kindly couple, Samuel and Elinor Knapp (Wilbur Higby and Loyola O'Connor) take her in and later adopt Ann. Ann is immediately smitten with a neighbor boy named Jimmie Vance (Robert Harron) and the two youths begin courting. Believing that her curse is coming to an end, Ann attends a motion picture with Jimmie. Enthralled by the action-filled Western film, the following day Ann imitates the film's main character Pansy Thorne while playing with a gun. Unbeknownst to Ann, the gun is loaded and a round goes off, entering a neighbor's house. Ann tentatively peers through the window and is shocked to see her neighbor, Bill Higgins (Charles Lee) lying on the floor. Believing him dead, Ann is despondent, sure that the curse is still upon her and fearful that Jimmie will never marry her now that she has committed murder.
After tearfully confessing to her ""crime"" and a subsequent investigation into the peculiar disappearance of the body of Mr. Higgins, the town is shocked when Mr. Higgins returns home several days later and reveals that he had simply left town to avoid his wife's incessant nagging. Overjoyed, Jimmie and Ann marry and the ""hoodoo"" is lifted. But the wedding ceremony is not entirely a happy affair â€“ Ann appears distracted and pensive throughout, leaving the viewer to wonder if she perhaps believes that the curse is still upon her.[1]"
1916,Hulda from Holland,American,John B. O'Brien,"Mary Pickford, Frank Losee",drama,https://en.wikipedia.org/wiki/Hulda_from_Holland,"Upon the death of her parents, little Hulda find herself sole guardian of her three small brothers. Fortunately, she receives a letter from her wealthy Uncle Peter in Pennsylvania inviting the three orphans to come to America and live with him. Shortly afterwards, Uncle Peter drives to the Port of New York to pick them up, but is injured by an automobile accident and taken to a hospital where he lies unidentified. Uncle Peter's disappearance not only causes distress to the three newly arrived Dutch immigrants, but also to a railroad president (Mr. Walton) who is trying to buy the right-of-way through Uncle Peter's farmland and has only three deals left in which to close the deal. The search for the old man by both Hulda and Mr. Walton's son result in a blossoming romance between the two."
1916,Joan the Woman,American,Cecil B. DeMille,Geraldine Farrar,historical,https://en.wikipedia.org/wiki/Joan_the_Woman,"A British officer (Bosworth) in World War I has a dream of the life of Joan of Arc (Farrar). The officer pulls a sword out of the wall of the trench he is in, the sword used to belong to Joan of Arc. Removing the sword conjures up the ghost of Joan, leading to her telling her story. The setting then changes to France where the story of Joan of Arc is told, of her leading the French troops to victory and her subsequent burning at the stake. The story ends back in the trench with the officer deciding to go on a suicide mission, using Joan's story and sword as inspiration [5]"
1916,Lights of New York,American,Van Dyke Brooke,"Leah Baird, Walter McGrail, Adele DeGarde",drama,https://en.wikipedia.org/wiki/Lights_of_New_York_(1916_film),"Hoping to improve his financial lot, petty thief Hawk Chovinski (McGrail) hires a dancing instructor to teach him how to bear himself like a gentleman. His lessons completed, Hawk then poses as a European nobleman, intending to trap a wealthy wife. Yolande Cowles (Baird) sees through Hawk's pose but falls in love with him anyway."
1916,Lonesome Luke Leans to the Literary,American,Hal Roach,"Harold Lloyd, Bebe Daniels",short comedy,https://en.wikipedia.org/wiki/Lonesome_Luke_Leans_to_the_Literary,Lonesome Luke (Harold Lloyd) tries to sell books to a businessman and his wife.
1916,Madame X,American,George F. Marion,"Dorothy Donnelly, John Bowers",drama,https://en.wikipedia.org/wiki/Madame_X_(1916_film),"A woman is thrown out of her home by her jealous husband and sinks into depravity. Twenty years later, she finds herself accused of murder for saving her son, who does not know who she is. He finds himself defending her without knowing her background."
1916,The Man Who Would Not Die,American,"William Russell, Jack Prescott","Charlotte Burton, Harry Keenan",unknown,https://en.wikipedia.org/wiki/The_Man_Who_Would_Not_Die,"A wealthy young woman, Agnes (played by Burton), is loved by the identical twin brothers Clyde and Ward Kingsley (dual role played by Russell). She marries Clyde and he immediately begins squandering her fortune. When the money is almost gone, Clyde comes up with a plan to collect on his life insurance policy. As his brother, Ward, who still loves Agnes, is terminally ill, he persuades him to take his place so the insurance company will believe that Clyde has died instead of Ward.
Agnes learns of the plan and is angry. She nurses Ward back to health and falls in love with him during his convalescence. Clyde then hires Steve Mercer (played by Keenan) and Beth Taylor (played by Hutton) to murder his brother. He gets impatient, however, and shoots Ward himself.
When Clyde goes to tell Steve and Beth that their help is no longer needed, they mistake him for Ward and murder him. Ward recovers once again and he and Agnes are married."
1916,Manhattan Madness,American,Allan Dwan,"Douglas Fairbanks, Jewel Carmen",comedy,https://en.wikipedia.org/wiki/Manhattan_Madness,"Robbers steal the ""Koor-Hal Ruby"", killing four in the process, and elude the police. Newspaper managing editor Phil Bane sends for conceited crime writer/criminologist George Melville to write stories and boost his circulation. Melville claims the crime was masterminded by Andre Berlea, a man thought to have died four years before. He predicts to reporters that Berlea will next steal the Sunburst Diamond and kill the only witness, a butler, to the ruby theft. Seconds later, they receive news that a butler has been murdered.
On his way to see Bane, Melville is about to give a female panhandler some money when he is distracted by a car accident. The woman takes the opportunity to steal his wallet. He follows her to a beauty salon. When she emerges, after a complete makeover, she begs him not to do anything until after 8 o'clock. Over dinner, she explains that she ran away from her cruel husband with another man, from whom she later separated. Her ex-husband is finally letting her see her daughter, who turned four that day, and she needed the money to make herself presentable. They drive to a fancy mansion. Mrs. Northrop faints when she is shown a coffin; Mr. Northrop explains that the child died two days before. However, all is not as it seems. It turns out to be an elaborate practical joke on Melville concocted by the reporters; one of them is writing a play, Fury's Road, and Claire Peyton (""Mrs. Northrop"") is the star. Mr. Northrop was played by the producer, Blackton Gregory.
Minutes later, they learn that a famous painting has been stolen from next door. Gregory savors his latest acquisition in secret. When a henchman suggests getting rid of Melville, Gregory turns him down. Having found a worthy foe, he will not do something so crude. He goes to see Melville and hires him to help with the play. He asks why Melville is so sure that Berlea is alive. Melville explains that he believes that Berlea has a compulsion to own beautiful things. Before he ""died"", he tried to buy three such objects, but was turned down. Now two of them have been stolen. Melville predicts that the third, the Starburst Diamond, will be purloined on Saturday at 11 pm. Bane has faith in him and keeps his staff after hours and notifies the authorities, who set up a stakeout at the bank where the jewel is stored. When the deadline passes without anything happening, Bane fires Melville. Melville agrees to go to Gregory's retreat for a rest.
Gregory's men have dug a tunnel between the theater where the play, set on the front lines of World War I, will be performed and the bank. At the premiere, when mock explosions and firing are set off in a battle scene, they blast their way into the vault. When Peyton discovers the theft, she fears for Melville's life. However, Melville has been one step ahead of his nemesis, and later that night captures Gregory/Berlea. Furious at being fooled, she makes her own prediction: ""to make him suffer for the rest of his life"" ... by marrying him."
1916,One A.M.,American,Charlie Chaplin,Charlie Chaplin,short comedy,https://en.wikipedia.org/wiki/One_A.M._(1916_film),"The film opens with a scene of a wealthy young man (Chaplin) arriving at his house in a taxi late at night after a night of heavy drinking. He struggles with the car door when exiting the car and then in paying the taxi driver (Albert Austin). When he gets to his front door, he thinks that he has forgotten the key and has to enter through the window. While climbing in through the window, he steps into a fishbowl that's placed underneath it and then almost falls down when the carpet underneath him slides. After finding his balance again, he goes through his pockets and realises that the key has been there all the while. He goes back through the window and enters through the front door.
Inside the house, the furniture and other inanimate objects become almost insurmountable obstacles for the drunk. He struggles to balance on the sliding carpets and wonders whether he is wearing skates. Falling down, he lands between a tiger rug and a stuffed Eurasian lynx, which terrify him as he thinks they are real. He goes over to the table and tries to pour himself a drink, but first he accidentally spins the table top around and then does not manage to pour the drinks inside a glass. He then unsuccessfully attempts to light a cigarette, and then tries to head up the stairs to his bedroom. He fails several times in climbing them; a large cuckoo clock on the upstairs landing also poses a problem. He becomes increasingly creative with his attempts to climb the stairs, for example by using mountain climbing gear.
When he finally reaches his bedroom, he struggles to open his Murphy bed and ends up wrecking it. He gives up on the idea of sleeping in his bed and goes to bathroom. He enters the shower and accidentally turns it on. Soaked, he then gets into the bathtub and falls asleep under a towel."
1916,The Other Side of the Door,American,Tom Ricketts,"Harold Lockwood, May Allison",romantic drama,https://en.wikipedia.org/wiki/The_Other_Side_of_the_Door,"Sets in the 19th century, the plot centered on a man (Harold Lockwood) who is falsely accused of murder. The Other Side of the Door was shot in Monterrey, Mexico.[1]"
1916,Sherlock Holmes,American,Arthur Berthelet,"William Gillette, Edward Fielding",mystery,https://en.wikipedia.org/wiki/Sherlock_Holmes_(1916_film),"A prince, the heir apparent to a large empire, was once the lover of Alice Faulkner's sister. During their love affair, he had written some incriminating letters to her. Alice was given these letters for safe keeping on the deathbed of her sister. Count von Stalburg, the prince's assistant, and Sir Edward Palmer, a high British official, have been given the task of negotiating the restitution of the letters to the prince prior to his upcoming marriage.
However, Alice Faulkner is being held captive by the Larrabees, a husband and wife team of crooks who realize the value of the letters and are trying to get them from Alice in order to blackmail the prince. Failing to secure the letters for themselves, they decide to involve Professor Moriarty in the affair. The film unfolds as a battle of wits ensues between Moriarty and Holmes.
Dr. Watson is only marginally involved until the final third. Holmes receives more assistance from an associate named Forman and a young bellboy named Billy."
1916,The Soul's Cycle,American,Ulysses Davis,Patricia Palmer,drama,https://en.wikipedia.org/wiki/The_Soul%27s_Cycle,"Nadia, the daughter of a nobleman, rejects ancient Greece's senator Theron's love; so he has her and her lover, Lucian thrown into a burning crater. As punishment for this sin, the gods decree that he will roam the earth as a lion until he can right his wrong. A few millennia later, Nadia is now Agnes, the daughter of a millionaire, and Lucian is Arthur, a Wall Street broker."
1916,The Stepping Stone,American,"Reginald Barker, Thomas H. Ince","Frank Keenan, Mary Boland",drama,https://en.wikipedia.org/wiki/The_Stepping_Stone,"Mary Beresford (Boland) is the wife of unambitious law clerk Al Beresford (Beresford). Thanks to Mary's tenacity and carefully calculated social-climbing, Al is promoted to the position of personal secretary of prominent financier Elihu Knowland (Keenan). Unfortunately, success goes to Al's head like a narcotic, and soon he has alienated everyone in New York, including Mary, who runs off for parts unknown."
1916,Under Two Flags,American,J. Gordon Edwards,"Theda Bara, Herbert Heyes",drama,https://en.wikipedia.org/wiki/Under_Two_Flags_(1916_film),"As described in a film magazine,[3] British nobleman Bertie Cecil (Heyes) takes upon himself the blame for his brother's forgeries and, when supposed dead, enlists in the French Foreign Legion, serving in Algiers. There he wins the friendship of Emir, a native whose wife he had saved from the lust of his commanding officer. Old friends visit Algiers and recognize Bertie, and urge him to return and claim his own. His refusal leads to a scene where he strikes his commanding officer, and for this he is condemned to death. Cigarette, the ""daughter of the regiment,"" rides to obtain a pardon for Bertie and makes a terrific trip through a sand storm. She arrives too late with the reprieve, but just in time to receive in her own body the bullets intended for Bertie."
1916,Where Are My Children?,American,Phillips Smalley,"Tyrone Power, Sr., Juan de la Cruz",crime drama,https://en.wikipedia.org/wiki/Where_Are_My_Children%3F,"Richard Walton, a district attorney, is presented with an obscenity case: A medical practitioner, Dr. Homer, has been arrested for distributing 'indecent' birth control literature. On the stand, Dr. Homer makes a strong case for legalizing contraception. He recounts three incidents from his medical practice, each shown in a brief flashback: children are exposed to violent abuse in a family riddled with alcoholism; an impoverished family is unable to provide adequate medical care for their sick children; and a single mother, abandoned by her male lover, commits suicide with her young infant.
Meanwhile, Richard's wife, Edith, has been keeping a secret from him for many years: she has been seeing a doctor, one Herman Malfit, who performs abortions so that her busy social life will not be interrupted by the inconvenience of pregnancy. She suggests it as an option for her friend Mrs. William Carlo, who is with child. Mrs. Carlo has the abortion.
The Waltons receive two new guests in their house almost simultaneously: Edith Walton's ne'er-do-well younger brother, and their maid's young daughter, Lillian. Smitten by the brother's advances, the maid's daughter is seduced and soon finds herself pregnant. She is taken to Dr. Malfit and then abandoned by the boy after the operation goes wrong. Making her way back to the Walton mansion, she collapses and dies from the botched abortion.
Following Malfit's arrest and trial, Richard Walton examines the doctor's ledgers and realized that his wife and many of her friends are listed as having received 'personal services.' He returns home, furious, to find them lunching at his home. He banishes his wife's friends, saying 'I should bring you to trial for manslaughter!' and confronts Edith with the cry, 'where are my children?' She is overcome with remorse. As the years pass, the couple must contend with a lonely, childless life, full of longing for the family they might have had."
1916,Youth's Endearing Charm,American,William C. Dowlan,"Mary Miles Minter, Wallace MacDonald",drama,https://en.wikipedia.org/wiki/Youth%27s_Endearing_Charm,The film is about a court case and embezzlement.
1917,All Aboard,American,Alfred J. Goulding,"Harold Lloyd, Bebe Daniels",comedy,https://en.wikipedia.org/wiki/All_Aboard_(1917_film),"A father takes his daughter on a trip to Bermuda in an attempt to separate her from a suitor. Little does anyone know that the suitor has stowed away on board. When he is discovered, he is credited with catching a crook. The hapless hero receives a reward, and also the girl."
1917,The Bad Boy,American,Chester Withey,"Robert Harron, Richard Cummings",crime drama,https://en.wikipedia.org/wiki/The_Bad_Boy_(1917_film),"Small town youth Jimmie Bates (Robert Harron) is a well-intentioned, but troubled youth. Jimmie is a rowdy boy who is always getting into trouble and playing pranks on his friends and neighbors. Although deeply in love with young Mary (Mildred Harris), he eventually spurns Mary's affection for the more outgoing and worldly young Ruth (Colleen Moore).
Eventually, Jimmie's father Mr. Bates (Richard Henry Cummings), in a fit of exasperation with the boy's antics, beats him severely and Jimmie runs away from home. While on the lam Jimmie becomes involved with a criminal gang of thieves and Jimmie serves a sentence in jail. After completing his sentence, Jimmie vows to turn over a new leaf. However, the gang of thieves decide they are going to rob Jimmie's hometown bank. Jimmie tries desperately to foil the attempt during the robbery and is wounded and arrested by the sheriff (William H. Brown) as the robbery suspect. Jimmie escapes from jail and seeks out his true love Mary who hides Jimmie at her home and nurses him back to health.
After regaining his strength, Jimmie sets about vindicating himself to his parents and townspeople. Jimmie eventually pursues and captures real perpetrator in his father's yard. After his capture, the criminal finally admits that Jimmie was not a participant in the robbery attempt and Jimmie is finally redeemed in the eyes of his family."
1917,Bucking Broadway,American,John Ford,"Harry Carey, Molly Malone",western,https://en.wikipedia.org/wiki/Bucking_Broadway,"As described in a film magazine,[3] Cheyenne Harry (Carey), one of the cowboys on a ranch in Wyoming, falls in love with Helen (Malone), his boss's daughter. She decides to elope to the city with Captain Thornton (Pegg), a wealthy visitor to the ranch from New York. Cheyenne and Helen's father (Wells) are downhearted. Cheyenne, devastated by the loss of his fiance, decides to go to the city to rescue her, and finds Thorton giving a dinner party in a hotel about to announce his engagement to Helen. As the dinner progresses Helen discovers the true nature of Thornton and endeavors to escape from him. Cheyenne comes to her rescue and, with the assistance of some cowboys, clean up the place, leaving Cheyenne and Helen reunited."
1917,The Butcher Boy,American,'Fatty' Arbuckle,'Fatty' Arbuckle / Buster Keaton,comedy,https://en.wikipedia.org/wiki/The_Butcher_Boy_(1917_film),"Arbuckle, a butcher boy in a country store, is in love with Almondine (Alice Lake), the daughter of the store's general manager Mr. Grouch. Fatty's attempts to get close to her are sidetracked when the store's clerk Alum (Al St. John), a rival for Alice's affections, starts a fight with the rotund butcher. Their confrontation in the store soon involves an earlier customer (Buster Keaton) as well as Grouch. The resulting mayhem includes small bags of flour being hurled and ""exploding"", pies being tossed, and brooms being wildly swung amid the thick clouds of flour lingering in the air.
Determined to marry Almondine, Fatty later disguises himself as a female cousin and follows her to an all-girls boarding school. Unfortunately, Alum has the same idea and masquerades too as a female student. After another fight breaks out between Fatty and Alum, Fatty is taken by the school's principal Miss Teachem to a separate room to be punished. Meanwhile, Alum and his accomplices (Keaton and Joe Bordeaux) attempt to kidnap Almondine. Luckily, Fatty's dog Luke distracts the gang while Fatty and Almondine escape. Once outside, the couple see a sign on a tree identifying a nearby parsonage, so they run off arm-in-arm to get married there.
Note that the subtitles in a later release of The Butcher Boy cite new names for the characters: Alum is ""Slim Snavely"" and Almondine is ""Amanda"".[2]"
1917,Camille,American,J. Gordon Edwards,"Theda Bara, Alan Roscoe",drama,https://en.wikipedia.org/wiki/Camille_(1917_film),"As described in a film magazine,[3] Armand Duval (Roscoe), a son in the proud but poor house of Duval, loves Camille (Bara), a notorious Parisian beauty. His love for Camille means that his sister Celeste (Whitney) cannot marry the man she loves, so the father goes to Camille and begs her to give Armand up, which she does. This arouses the anger of Armand and he denounces her one evening in public. The Count de Varville (Law) challenges Armand to a duel which he wins, wounding Armand in the arm. Believing Camille no longer loves him, Armand does not go to see her. One day his father tells him that Camille is dying. He goes to her and, after a few words, she dies in the arms of her lover."
1917,Cheyenne's Pal,American,John Ford,"Harry Carey, Gertrude Astor",western,https://en.wikipedia.org/wiki/Cheyenne%27s_Pal,"As described in a film magazine,[2] Noisy Jim (Corey), a British officer, is anxious to purchase Cactus Peter, the horse belonging to Cheyenne Harry (Carey), but Harry refuses to sell. Harry meets Flora Belle (Astor) one night at the dance hall. Since its pay day, Harry spends all of his money on her, and when he runs out she looks around for someone else who still has money to spend.
Angered, Harry goes out, sells Cactus Pete, and returns with more money. When he awakens the next day from his drunken stupor and realizes what he has done, he is consumed with regret and goes to recover his horse. He steels his horse, but is ordered shot for the act. When the fatal hour nears, the British officer relents and Harry is allowed to go free."
1917,Cleopatra,American,J. Gordon Edwards,"Theda Bara, Fritz Leiber, Sr., Thurston Hall",historical,https://en.wikipedia.org/wiki/Cleopatra_(1917_film),"Because the film has been lost, the following summary is reconstructed from a description in a contemporary film magazine.
Cleopatra (Bara), the Siren of Egypt, by a clever ruse reaches Caesar (Leiber) and he falls victim to her charms. They plan to rule the world together, but then Caesar falls. Cleopatra's life is desired by the church, as the wanton woman's rule has become intolerable. Pharon (Roscoe), a high priest, is given a sacred dagger to take her life. He gives her his love instead and, when she is in need of some money, leads her to the tomb of his ancestors, where she tears the treasure from the breast of the mummy. With this wealth she goes to Rome to meet Antony (Hall). He leaves the affairs of state and travels to Alexandria with her, where they revel. Antony is recalled to Rome and married to Octavia (Blinn), but his soul cries out for Cleopatra. He sends her a message to arm her ships and meet him at Actium, where they battle the opposing forces. They are overpowered, and flee to Alexandria. There they are captured by Octavius (De Vries), and Antony dies in Cleopatra's arms. Before Cleopatra is to be dragged behind the wheels of Octavius' chariot, Pharon the priest, who has never ceased to love her, brings her the serpent that she joyously brings to her breast, dying royally with her crown on her head and scepter in her hand as becomes Egypt."
1917,The Devil-Stone,American,Cecil B. DeMille,"Geraldine Farrar, Wallace Reid",romance,https://en.wikipedia.org/wiki/The_Devil-Stone,"As described in a film magazine,[3] Silas Martin (Marshall), a miser, marries Marcia Manot (Farrar) in order to gain possession of a valuable emerald she owns that once belonged to a Norse queen and is now cursed. After the wedding Marcia learns the true side of her husband and realizes that the marriage was a mistake. Silas steals the stone and places Marcia and Guy Sterling (Reid), his business partner, in a false light in order to get a divorce. Marcia sneaks in one night and discovers that Silas has the stone. She gains possession of it, but Silas attempts to regain it. They struggle, and Marcia kills him in self-defense. Sterling is accused of the murder, but the evidence clears him and the crime remains a mystery. Sterling marries Marcia and has an expert criminologist investigate the murder. He traces the crime to Marcia and, when confronted, she confesses. He gives her one month's leave of absence, after which she is to turn herself into the law. Marcia returns to her old home and gives the priest the emerald so he can make provision for homeless orphans. She returns and gives herself up to the criminologist. However, finding that her good deed has redeemed her, the criminologist does not turn her over to the law, and she and Sterling are happily reunited."
1917,Easy Street,American,Charles Chaplin,"Charlie Chaplin, Edna Purviance",comedy,https://en.wikipedia.org/wiki/Easy_Street_(film),"In a slum called Easy Street, the police are failing to maintain law and order.
The Little Tramp is sleeping rough outside a mission near the streets of a lawless slum. He is reformed somewhat at the mission where there is singing and religious education. His religious awakening is inspired by a beautiful young woman who pleads for him to stay at the mission.
Spotting a help wanted ad for a job at the police station, the Little Tramp accepts and is assigned the rough-and-tumble Easy Street as his beat. Upon entering the street he finds a bully roughing up the locals and pilfering their money. The Little Tramp gets on the wrong side of the bully and following a chase the two eventually come to blows culminating in the Little Tramp inventively using a gas lamp to render the bully unconscious.
The bully is taken away by the police but manages to escape from the station and returns to Easy Street. After a long chase the Little Tramp manages to knock the bully unconscious by dropping a heavy stove on his head from an upstairs window. On returning to his beat on Easy Street the unruly mob knock the Little Tramp unconscious and drop him into a nearby cellar where he manages to save the aforementioned beautiful young woman from a nasty drug addict after accidentally sitting on the drug addict's needle. Supercharged by the effects of the drug he takes on the mob and heroically defeats them all and as a consequence restores peace and order to Easy Street. By the end of the film, even the bully has become a respectable, churchgoing citizen."
1917,Enlighten Thy Daughter,American,Ivan Abramson,,sexual hygiene/exploitation film,https://en.wikipedia.org/wiki/Enlighten_Thy_Daughter_(1917_film),"The exploitation/sexual hygiene film warns against the dangers of premarital sex. Lillian Stevens (played by Zena Keefe) is young woman who ends up having sex with Harold Winthrop (played by James W. Morrison) after both are caught in an unexpected storm during a date. Of course, she gets pregnant. Mom does not realize Lillian has been out all night due to her own gambling addiction. The same young man later starts dating Lillian's cousin Ruth (played by Rubye De Remer). They get engaged, but Lillian's pregnancyâ€”and the identity of the fatherâ€”is revealed when she dies from an illegal abortion, and Ruth breaks off the engagement.[1]"
1917,Golden Rule Kate,American,Reginald Barker,Louise Glaum,western,https://en.wikipedia.org/wiki/Golden_Rule_Kate,"The setting is the Old West town of Paradise, Nevada, where a young woman, Mercedes Murphy (played by Louise Glaum), co-owns and operates a combination saloon and dance hall called the Red Hen with her business partner, Slick Barney (played by Jack Richardson). Her little half-sister, Olive ""Live"" Sumner (played by Mildred Harris), who is crippled, lives with her and she makes every effort to protect the child. A tough, but good-hearted businesswoman, Mercedes shows a tender side at home with Live. Her partner, Slick, and a cowboy called the Heller (played by John Gilbert), who has a heart of gold, are both interested in Live.
A reform movement comes to Paradise with the arrival of Reverend Gavin McGregor (played by William Conklin), who wants to clean up the town and sets up a church next to the saloon and dance hall. Initially, Mercedes is opposed to the church and there is immediate antagonism between her and the reverend. He and Mercedes come to respect each other, however, and she is so impressed by his sermons that she closes down her business.
When her little sister is sexually abused, Mercedes blames the reverend and is filled with wrath. She begins a vigorous attack on the church and goes gunning for him. But the Heller discovers that it was actually Mercedes' partner, Slick, who compromised Live's virtue and shoots him dead. After Mercedes learns that it was Slick and not the reverend who betrayed Live, she and the reverend become friends. She closes down the saloon and dance hall permanently and prepares to leave town with Live. The reverend then professes his love for her and begs her to stay."
1917,Great Expectations,American,Robert G. Vignola,"Jack Pickford, Louise Huff",drama,https://en.wikipedia.org/wiki/Great_Expectations_(1917_film),"A young boy, Pip, runs into an escaped convict at his local churchyard. Pip does favours for Magwitch (the convict), such as bringing him food etc. until Magwitch is eventually arrested and deported to Australia."
1917,The Gulf Between,American,Wray Bartlett Physioc,"Grace Darmond, Niles Welch",comedy drama,https://en.wikipedia.org/wiki/The_Gulf_Between_(1917_film),"As described in a film magazine,[5] little Marie Farrell (Axzelle), through the carelessness of her nurse, is lost and believed drowned. She has wandered upon the ship of the smuggler Captain Flagg (Brandt), who finds her and brings her up as his own. Her parents adopt a boy to help them forget their grief.
The girl grows up with no memory of her former life. The adopted boy moves in the smart set in Mayport, and his parents try to make a match between him and a society girl. Marie (Darmond) is brought to her adopted father's sister, as the old captain believes she should have the care of a loving woman. She meets young Richard Farrell (Welch) and the two come to love each other. The Farrells do everything they can to break up the couple, but with the help of the captain a marriage is accomplished. There is a stormy meeting between the bridal pair and the parents, during which the captain sees a portrait of Marie as a baby and, realizing the truth, tells the story of her life. The family is reunited and Mary and Richard spend their honeymoon on the captain's ship."
1917,Her Right to Live,American,Paul Scardon,"Peggy Hyland, Antonio Moreno",drama,https://en.wikipedia.org/wiki/Her_Right_to_Live,"Polly Biggs (Peggy Hyland) is the eldest of a family of orphaned children who are taken in by their uncle, Mayor Hoadley (John S. Robertson). Hoadley despises the children and has only taken them in as good publicity for the upcoming election. His wife, Mrs. Hoadley (Julia Swayne Gordon) is equally cruel to the children, especially Polly.[3]
One day, Polly Biggs takes the children fishing and meets a young man named John Oxmore (Antonio Moreno), who is the son of the opposing mayoral candidate. When she returns home, Polly discovers that her uncle intends to send all the children to the poorhouse as soon as the election is over. Polly plans to take revenge on her uncle and immediately takes the children to the poorhouse herself, rather than let her uncle do so. Mayor Hoadley, frightened that voters may be incensed to learn that his nieces and nephews are living as orphans in a squalid poorhouse, goes to retrieve them. When Polly sees his car arriving at the poorhouse, she and the children flee. They find an unoccupied cabin in the woods where the brood of youngsters settle in. Unbeknownst to Polly, the cabin is owned by John Oxmore, the young man she met earlier. After Oxmore finds them at his cabin, he grants Polly permission to keep the children there. However, the next day he is accused of a murder committed by Mayor Hoadley. Although John was at the cabin at the time the murder was committed but he says nothing, in hopes of sparing Polly and the children. After John is arrested and Polly discovers his fate, she rushes to the courthouse and announces that John couldn't have committed the crime because he was with her and the children when it occurred. John is released and the cruel Mayor Hoadley is arrested and convicted of the crime."
1917,His Wedding Night,American,Roscoe Arbuckle,"'Fatty' Arbuckle, Buster Keaton",comedy,https://en.wikipedia.org/wiki/His_Wedding_Night,"Arbuckle plays a drug store clerk, soda jerk, and gas station attendant, who can be both lazy and dishonest. After he mixes a soda for one customer with elaborate gestures and juggling of utensils, he attends the perfume counter, where another customer has been indulging herself with a free sample. After he confronts her, he is distracted while an African American customer steps up to the counter. When the clerk hugs her and then realizes it is a different customer, he almost faints. Later on, while still on the job, he proposes to his boss's daughter Alice (Alice Mann), and she gleefully accepts. The scene then switches to the gas pump, where Arbuckle's character switches the sign to a higher price when a person with an expensive car drives up. After the car drives away, he drinks from the pump. Meanwhile inside, Al (Al St. John), another admirer of Alice, also proposes to her while they are eating watermelon. When she is tells him she is already engaged to the soda clerk, Al becomes outraged and begins causing a commotion in the store. After a food fight that involves several customers, the owner of the store throws Al out. Later in the day a delivery boy (Buster Keaton), after a prat fall over a bicycle rack, delivers Alice's wedding dress to her room above the store. He agrees to model it for her when she expresses worry that it will not fit her. When a male customer enters and annoys the clerk, he puts chloroform in the sample bottle to knock him out if he comes in again. The male customer never returns, but several female customers end up knocking themselves out. When a pretty woman arrives, Fatty deliberately knocks her unconscious so he can kiss her. He knocks out his boss, who could be a witness, as well. After he sees another customer sampling the perfume, he is shocked when it has no effect on her, even when she drinks it. He investigates by spraying himself with the ""perfume"" but is himself knocked out. With Arbuckle's character unconscious, Al, the rejected lover, sneaks into the store with his gang and kidnaps the delivery boy, thinking it is Alice, since his face was covered by a wedding veil. They tie him up and put a sack over his head and, escaping out of the second story window, take the delivery boy by to the justice of the peace's office. There they attempt to force the justice of peace to marry them at gunpoint. However, the soda clerk regains consciousness and, thinking the group has actually kidnapped Alice, pursues the group, but only after he comically struggles with a mule that he wants to hook to a wagon. He thwarts the gang just in time. He then convinces the justice of the peace to marry him to the delivery boy, whom, since his head is still covered in the sack, he thinks is Alice. Alice, discovering what has happened, gets on a bicycle and heads to the justice of the peace's office as well. She arrives in time to stop the clerk from marrying the delivery boy. Arbuckle's character then throws Keaton's character into the room with Al and his henchmen. While that scene of slapstick fighting goes on in that room, the soda clerk and Alice must have been married, for in the final scene the clerk pays the justice of the peace but then sprays him with the chloroform in the perfume bottle and takes his money back. The film ends long before the newly wed couple reach their wedding night, as the title might have suggested would be forthcoming."
